"time","ankle_moment","knee_moment","hip_moment","ankle_fx","ankle_fy","knee_fx","knee_fy","hip_fx","hip_fy"
12.22,14.619510373,15.1607018975,36.2592474541,16.818694375,24.1934436713,43.0656040301,39.0787243391,47.1892629461,163.2527256492
12.2266666667,19.0412145356,5.7856597924,-15.3271631228,-5.1626196875,24.8025021525,-38.677880405,30.6038209834,-145.7131051729,77.512953013
12.2333333333,12.9036224314,12.245014719,43.1354406956,8.95297625,21.7692252744,31.369037345,29.9004587368,229.4774707668,127.0050774771
12.24,17.6394889116,16.7084391247,22.078646528,20.37431875,28.9460269306,38.9517576475,45.0528569952,-121.8449008984,106.1014993987
12.2466666667,17.8647458845,8.1300714317,12.2086308299,1.0982440625,26.1805737713,-8.5589458038,32.8565045572,-3.5073452718,124.977698068
12.2533333333,14.1456277502,11.3133580569,13.136450816,6.61336125,21.9972584712,10.9098506963,41.0537952853,-30.8711940038,128.9130855168
12.26,13.4148539974,-6.3378762783,-20.3689237103,-16.736535,28.6107102494,-48.7211664937,39.6801454776,-67.4149290995,124.797273546
12.2666666667,16.956052111,22.758096551,59.3210756178,23.675135625,29.3221263712,74.1812358262,56.6085354701,63.1500931459,165.266974209
12.2733333333,10.100887166,-3.4839440541,-14.9915680859,-3.247643125,26.1377343025,-34.8070566475,44.345700847,-67.0459262093,114.9878865849
12.28,14.0378678617,3.3811287603,12.5670171238,1.0594459375,32.1928705494,-0.6631921325,61.0396819036,-17.5271106846,167.2210846553
12.2866666667,17.0214263327,0.6151391394,-2.4623608163,-4.7990140625,35.472696415,-28.6088883613,57.0891697941,-70.3402219032,185.1652602873
12.2933333333,-0.5016283921,7.7067044961,23.9634680568,18.6044878125,1.8144190025,37.84735008,32.2856873851,14.0522757839,104.2385906557
12.3,20.0184021649,18.7369714742,33.6924017706,14.8055959375,32.0269976525,27.5489198913,60.0499589045,-33.5105853206,165.0087038891
12.3066666667,2.019253801,-0.6496539129,-12.5930216107,3.6966571875,7.3418305119,-11.44172448,5.163510449,-51.9042398941,41.2644898502
12.3133333333,19.2125633004,4.179514931,-0.1564401789,-7.0244225,28.9996967994,-33.4065934475,57.9481873321,-69.0376577435,170.1697325005
12.32,14.5318130982,12.2324273022,26.7760249164,16.525520625,40.25347809,25.0695256012,73.6405601625,-38.8211484188,164.1567934293
12.3266666667,7.5368952808,1.1765685404,-8.2554269876,-6.17644125,20.5420237056,-10.4713759687,24.2805300895,-48.0790505947,52.3212003007
12.3333333333,15.0927023671,8.4792522713,14.5898823232,6.181295625,31.3998294337,-1.6638593401,67.0460860365,-49.7653227,153.8799060945
12.34,12.4492368696,2.3552349318,-1.5072532678,-0.94836625,35.6595407994,-14.4915975024,61.6193786589,-81.7744662565,125.4688897358
12.3466666667,14.5376711621,15.2548155943,24.6222472027,11.22259125,37.9881761619,24.3025137074,56.9192464666,-17.9661737804,92.1566720375
12.3533333333,15.4490441006,-2.7636949714,-11.495422521,-8.8115115625,36.3075321931,-45.8925398013,74.7339525114,-96.1173797675,161.6482573014
12.36,10.2929547722,5.3843177259,18.4063661082,6.564854375,44.7745468681,5.6677766076,78.133099691,-24.3743332101,142.7611821902
12.3666666667,16.6747400607,8.8542732778,9.295609087,3.075239375,47.4242261119,-12.8241814038,74.7648952005,-72.053842562,138.6047007657
12.3733333333,12.6701494395,5.1541061916,15.2700479063,2.2710328125,56.7521675525,-1.4711962799,90.8045175222,-34.4415300238,136.2500110284
12.38,12.8037651805,5.520505987,3.7348182472,2.39923,49.3082061306,-17.7477063088,77.1803588151,-76.3429584029,139.5068146989
12.3866666667,17.0022123877,14.3809706812,30.1704499466,4.8586290625,48.0248328869,2.462793985,88.8086865134,3.0474918909,126.663286193
12.3933333333,1.6317257715,-4.0233930709,-6.9999879102,-1.090816875,26.1232730619,-20.2520559487,72.3783293654,-91.8787330326,141.2283094976
12.4,15.3870441036,9.0780022908,12.9253898218,-4.5132675,44.4773634337,-18.8501871413,78.4068743837,-46.5984820973,157.181332131
12.4066666667,5.7979022418,-8.5159248948,-5.8518310001,-16.159755625,52.1966791931,-44.1930471775,116.4671093084,-54.8099302074,141.705727247
12.4133333333,7.1656217846,-8.9304406165,-13.2924113828,-18.6160278125,39.2300512088,-53.0128190225,79.0806952007,-93.6457726926,208.4274975803
12.42,8.4834972349,12.1101923239,23.8284755302,-4.0638215625,50.9187727931,0.5451681113,102.3550984159,-30.1076787905,134.6657203795
12.4266666667,4.8441260841,-18.829463882,-17.6734661314,-33.4075109375,53.428257615,-78.7441422013,115.0903136299,-69.6659378715,242.5173184315
12.4333333333,7.1603160822,-5.6674449156,-10.3818107302,-19.2353046875,56.2166678212,-58.7370436437,101.1334380137,-64.9367352057,160.7882742347
12.44,2.6898436259,-10.983396432,12.6037191181,-27.779605,48.8548857588,-41.4448823613,103.2682813349,19.5909508706,197.1059301156
12.4466666667,2.8852877737,-19.0934213718,-37.674793164,-36.6954921875,46.3378836838,-94.9262559724,99.6572019709,-133.9495150023,242.8421704188
12.4533333333,5.4040758073,-12.4847509359,-3.6289397111,-35.8102996875,41.7355192806,-67.0743149851,96.9364620719,-5.917754655,204.9507862349
12.46,4.8182634748,-12.0962673194,8.4257719471,-35.02691,31.8584239181,-57.163120145,92.7858789629,15.4885536729,240.1818559331
12.4666666667,1.399246518,-11.0928772689,12.6327808221,-25.9530415625,32.2389074369,-47.985084965,92.8652972749,9.585170395,270.9465517597
12.4733333333,1.5833394819,-22.8365404419,-11.3840946552,-45.2312571875,19.9445699306,-66.887056535,48.5549849685,30.364538899,161.9939800683
12.48,1.2256419931,-31.3874734823,-36.9200549108,-49.08988625,13.9157046431,-101.41579499,48.8206594002,-34.4501307679,187.9574825485
12.4866666667,7.4896559397,-23.5236013823,-28.6286484697,-47.852628125,0.93018094,-72.0247539313,-10.8307176164,-4.4483526254,94.9179613408
12.4933333333,-3.0061806242,-34.5374927519,-36.8043361233,-41.087435625,-19.1044186131,-76.839949215,1.55708672,-4.432096791,131.1647543193
12.5,1.417475654,-26.5902232976,-28.2006806563,-45.08623375,6.6621468181,-81.9045130412,36.7721276243,-40.8312605432,211.9947538043
12.5066666667,4.486174437,-21.2065651438,-8.5534405688,-43.268205625,12.0629919713,-75.8871659388,45.9096748137,100.8951807011,165.8556237759
12.5133333333,4.8032428781,-18.1179964961,-22.8058462424,-37.6531353125,16.49704684,-68.33257307,40.8689559937,-133.2198374478,204.9217216909
12.52,5.6554049885,-10.6068829342,-2.4326360448,-29.25969875,22.9824886275,-51.1634771338,45.2873564754,0.3301809601,160.239227817
12.5266666667,2.987260033,-13.5505261917,-20.4954167861,-23.5538115625,17.9637124806,-58.1674872587,26.8336125255,-24.1484848007,131.1716781945
12.5333333333,-0.2199010974,-20.2748008526,-46.8832426324,-27.2098209375,5.5147122462,-76.00805298,24.4863842597,-90.9687443399,92.867422468
12.54,-0.1697569074,-17.8091856832,-45.1040712716,-20.60431875,4.2372444838,-69.1219224788,15.6569364968,-71.1245719869,58.0672087274
12.5466666667,-18.2910174681,-79.0238758761,-178.5216111589,-24.5102628125,-431.7004346069,-69.2047916187,-405.9488136278,-94.6355997326,-385.504008359
12.5533333333,-2.1899592318,-6.2552165397,-61.541577994,45.740890625,-437.5009448725,64.9689829813,-355.8089457933,-21.8148628968,-272.3907557294
12.56,-1.3112157058,58.8201659326,83.9729853234,124.85852375,-408.1920371913,227.0422113237,-241.4732893345,88.1563374657,-96.4033211191
12.5666666667,9.8519210905,18.4501955661,-43.2476215524,115.6162253125,-551.8821167787,102.90010909,-512.6337353522,-81.109293044,-230.7813854216
12.5733333333,16.1354728864,-4.2400690317,-84.8801754278,125.421794375,-612.5454797038,27.2889493025,-597.3522152918,-30.3807283736,-280.4191746001
12.58,2.3385392421,-43.9293691653,-109.8474794646,65.5394475,-607.5987355288,-12.4962125437,-557.4572802516,-79.0428827196,-260.9271191221
12.5866666667,1.9599213933,-57.4984111954,-72.2525593439,27.233729375,-599.8497202537,-17.7460919275,-510.6481774613,161.8981970944,-358.2531517547
12.5933333333,8.742470786,16.8519438696,47.3820439454,109.73836625,-622.8292035444,168.2311016188,-554.7387379989,251.6748311189,-411.2600002791
12.6,-0.502072149,59.486143179,89.2946363612,166.94661875,-624.6188521975,269.3518549925,-586.10410781,399.7181832484,-566.0096478452
12.6066666667,6.0530631182,47.9363887008,-6.5424838988,150.4679996875,-655.0212789944,178.30228612,-682.403838488,124.832017696,-706.4843705606
12.6133333333,0.6145900513,17.4510213553,-102.9315278408,128.736206875,-694.8745967506,75.0662362113,-715.2784742359,-239.4515260587,-685.0102707068
12.62,-10.4884905768,8.5807334478,-104.2507315173,123.773511875,-696.4064149381,50.8863319475,-691.0085712144,9.2236471474,-666.7767225852
12.6266666667,-16.4038166733,-1.5652568067,-126.4272035557,115.0320003125,-710.2401456694,21.94891016,-672.288616866,-115.0100645259,-589.9190955162
12.6333333333,-16.7035834784,33.3017028932,-45.0806844899,140.8152109375,-745.7905843069,129.6452712137,-699.3773344802,16.3346045476,-574.8785536045
12.64,-15.6384499902,11.2732868856,-97.79524626,114.3524321875,-778.4675842287,49.0943001026,-734.631194176,-43.0583508393,-632.1459343816
12.6466666667,-14.8917372432,12.35393515,-93.7362938504,111.9288265625,-800.9331262256,45.7246427937,-756.1216810476,-24.5858722025,-630.9854137506
12.6533333333,-15.6520517233,40.4365694069,-23.1414963584,124.984995,-822.5489462506,144.4843873051,-796.100690747,88.4030994872,-642.6813784658
12.66,-15.7346416545,15.8181318521,-75.0354971394,97.0686575,-823.4120004288,62.7682593949,-791.3241730335,29.9683639067,-739.4027359587
12.6666666667,-12.7424576186,29.2622423834,-27.543273704,99.284375625,-832.9662538662,105.4869609863,-809.3243981047,115.3226686765,-666.7309924369
12.6733333333,-16.8072619645,26.0657619357,-16.0365079413,91.28278875,-816.7877245506,106.6854740925,-772.7656378453,169.7949727725,-704.7758974663
12.68,-13.7436538572,29.5904632755,-15.2823171639,85.83798125,-793.9704266162,96.6487789212,-759.6139719475,105.4594898771,-580.2309952825
12.6866666667,-17.6011996271,21.8544460817,-32.116389307,76.77394375,-765.1197247038,73.8805958725,-725.3820394384,69.0491447547,-677.7767144769
12.6933333333,-17.1995533553,25.6331748863,-35.3515441273,76.7986290625,-719.9834875569,65.7235277162,-683.0652073291,-3.3158019539,-535.9348299745
12.7,-13.7573361066,23.775466236,-54.9882974566,66.149568125,-698.3639409475,34.0296753388,-669.125322716,-53.7531280953,-597.7095366716
12.7066666667,-19.4186024464,19.0907422155,-50.4658717785,62.510816875,-659.9075779287,35.2074698837,-621.0199787922,-44.8393304861,-526.728538155
12.7133333333,-18.2677548154,19.3661078832,-41.7485422154,57.5861784375,-636.7863463881,34.61818908,-610.8383710994,-27.2958746101,-522.040250141
12.72,-20.1127749022,18.6526606041,-30.6942611685,51.54163375,-613.6918770131,42.614388445,-580.4409268805,-12.368519501,-503.8004981303
12.7266666667,-21.1247028854,13.1256164338,-29.5796864532,42.0851925,-596.0340525288,34.9847520075,-569.8679489718,-7.4780457165,-462.5526583782
12.7333333333,-18.7683075444,15.8983568968,-14.723079282,37.7426196875,-575.9346099725,39.2413769976,-538.5108722872,39.4851983915,-453.30947197
12.74,-22.3692983606,9.2216125298,-14.4856991693,32.9555775,-557.4200556037,35.0630106262,-522.2280281874,43.0925462423,-442.4591105604
12.7466666667,-23.9765305923,7.3691721274,-20.1182322949,26.4730046875,-541.8489411788,34.2225439113,-512.9594914228,-31.6423732408,-410.0265944866
12.7533333333,-28.9906753527,2.2974994639,-6.2824077164,25.560431875,-517.8761055538,34.111433125,-477.9246297098,132.629479489,-361.5692466741
12.76,-24.4283665775,7.7942112016,-9.3042636965,27.2374271875,-503.6795099944,34.4420344225,-470.7569105361,6.7931617823,-367.9579970067
12.7666666667,-32.676621006,-6.3103563111,-32.4203383822,20.3929578125,-483.77703401,10.391395805,-445.3594134494,0.7758375292,-365.0801279336
12.7733333333,-25.0576601657,6.6245929588,-4.1939000801,24.223220625,-477.3037892538,30.65046411,-443.6340810427,32.847223854,-339.9493620216
12.78,-28.3319777462,0.7148556017,-20.5870959569,22.781201875,-466.8188790881,13.9177003975,-430.5770607956,-3.1166564108,-333.8547445322
12.7866666667,-33.5335871973,-2.3397700238,-14.0488090434,18.9482440625,-464.07134201,24.22965338,-429.6602231223,23.2046566462,-331.6373682777
12.7933333333,-33.7507606509,-3.8249479971,-23.9309958261,17.2951925,-471.0894271537,11.6935093175,-441.4809703445,-11.7346492885,-347.6774092151
12.8,-41.0159192338,-13.0866480643,-27.4093317901,11.729183125,-474.9869511694,8.2590313449,-438.2510327037,15.2872422069,-354.0114249339
12.8066666667,-42.6291419015,-12.2508610023,-25.3509603002,12.3406009375,-483.3815866881,11.5632371875,-451.5435340393,2.4850328574,-369.4147567261
12.8133333333,-40.3574856014,-6.5997470714,-9.3760480837,15.46163375,-484.6618330569,21.68054375,-449.8551603987,43.3025302821,-362.4063423003
12.82,-52.8053081541,-19.0005603581,-24.20472744,12.3157934375,-497.2015084569,16.7475441762,-468.9327758817,19.8959175163,-372.3742697199
12.8266666667,-53.9519151478,-19.4537809005,-18.0742122486,11.5651925,-503.1718161506,18.0484061751,-472.2524597552,48.895363313,-393.8380528238
12.8333333333,-54.6592556373,-18.1895842704,-15.9128221385,14.0881971875,-504.6845575631,19.9223121312,-468.0637588952,34.272266407,-364.9649213792
12.84,-61.7765743116,-21.6012400611,-4.0781369978,12.47721125,-516.8510732006,33.57797288,-490.0411492123,86.3404491022,-403.8886087387
12.8466666667,-64.0433606456,-25.3468331697,-31.5515893955,15.7001690625,-522.24756686,8.0547965812,-479.8725196,-2.9029629608,-367.8827231157
12.8533333333,-69.5706715856,-27.0519685762,-16.9029224105,12.8244225,-534.4231989225,23.0102197163,-500.6142337692,52.5149755882,-424.5059511295
12.86,-71.2614678498,-28.4870174781,-31.5917272172,14.290385,-546.3563096569,9.3455741862,-520.4913257222,-37.9486746557,-418.114720316
12.8666666667,-68.8061115604,-23.521003383,-9.1508785108,10.283605625,-559.2547553662,18.890577065,-517.790739553,73.5799524589,-394.1095888666
12.8733333333,-74.99974896,-34.5443477321,-38.9437799436,0.1089203125,-586.0659652319,-13.250853095,-555.2354770604,-13.568057627,-451.1824220306
12.88,-84.2628459506,-22.5509628912,2.2767400541,17.4671828125,-587.7060654412,52.5534956688,-544.2177011394,66.0488914668,-448.7303520726
12.8866666667,-95.1302602761,-52.518849212,-52.3671441362,-7.4663190625,-619.0478521131,-22.0924180188,-585.5746847789,15.2453960352,-502.5622324523
12.8933333333,-84.5230716539,-33.9656144779,-24.5517209148,-3.5710328125,-632.2252945162,-4.2364561825,-604.6479803549,14.4573064235,-493.1834651069
12.9,-88.6442952531,-31.71492924,-22.1907253135,4.3632675,-627.7513011319,8.2423126125,-579.7360834101,0.0423387405,-468.5033168463
12.9066666667,-96.4800249053,-45.6351212924,-34.5378751607,-10.8227603125,-659.1136475444,-22.6441308588,-637.2498636618,27.7014362053,-533.0893378428
12.9133333333,-98.6724288115,-24.0271370534,10.434424168,13.8586475,-638.8849253538,52.4633086888,-591.6507560862,66.2025258807,-497.9203413749
12.92,-95.3182602917,-51.9547927875,-57.8860678367,-24.8486475,-670.379343085,-64.3830357337,-637.9017688264,-45.8360394037,-533.687270893
12.9266666667,-104.9457886184,-34.8125740173,-3.9660073942,-6.525051875,-680.9198189162,19.376708275,-635.7125090222,35.7766560189,-518.102984486
12.9333333333,-111.5535304803,-39.0898648474,-22.9622324638,-13.3552678125,-700.7290346256,3.3549433575,-657.1978609021,-12.2401570664,-518.791081617
12.94,-117.1225307039,-68.2213976463,-49.7712299631,-47.5528540625,-721.4243073506,-60.144592085,-699.2330123466,-57.798698867,-639.2704403856
